1
*
Settings Report

80874, 80878-1, V1.0.5
Location, 002
Size, 0.3, 0.5, 1.0, 2.5
Units, /L
Sample Time, 60
Mode, CONTINUOUS
Serial Number, R10295
Favorite 1, 0.3u
Favorite 2, 2.5u
2

Time,Loc,Period,Size1,Count1,Size2,Count2,Size3,Count3,Size4,Count4,Units,Status
14/JUN/2018 15:48:35,002,60,0.3,42617,0.5,4081,1.0,1356,2.5,284,/L,000
14/JUN/2018 15:49:35,002,60,0.3,39980,0.5,3925,1.0,1325,2.5,264,/L,000
14/JUN/2018 15:50:35,002,60,0.3,38732,0.5,3887,1.0,1317,2.5,274,/L,000
14/JUN/2018 15:51:35,002,60,0.3,40482,0.5,3913,1.0,1328,2.5,277,/L,000
14/JUN/2018 15:52:35,002,60,0.3,37834,0.5,3750,1.0,1246,2.5,252,/L,000
14/JUN/2018 15:53:35,002,60,0.3,38915,0.5,3721,1.0,1254,2.5,262,/L,000
14/JUN/2018 15:54:35,002,60,0.3,40393,0.5,3903,1.0,1332,2.5,268,/L,000
14/JUN/2018 15:55:35,002,60,0.3,40455,0.5,3982,1.0,1358,2.5,276,/L,000
14/JUN/2018 15:56:35,002,60,0.3,38366,0.5,3948,1.0,1343,2.5,272,/L,000
14/JUN/2018 15:57:35,002,60,0.3,37175,0.5,3825,1.0,1252,2.5,272,/L,000
14/JUN/2018 15:58:35,002,60,0.3,37087,0.5,4038,1.0,1392,2.5,289,/L,000
14/JUN/2018 15:59:35,002,60,0.3,39711,0.5,4067,1.0,1402,2.5,305,/L,000
14/JUN/2018 16:00:35,002,60,0.3,39659,0.5,4040,1.0,1344,2.5,283,/L,000
14/JUN/2018 16:01:35,002,60,0.3,38178,0.5,3988,1.0,1329,2.5,281,/L,000
14/JUN/2018 16:02:35,002,60,0.3,37634,0.5,3933,1.0,1268,2.5,268,/L,000
14/JUN/2018 16:03:35,002,60,0.3,40365,0.5,4315,1.0,1424,2.5,288,/L,000
14/JUN/2018 16:04:35,002,60,0.3,38661,0.5,4258,1.0,1412,2.5,306,/L,000
14/JUN/2018 16:05:35,002,60,0.3,37470,0.5,4118,1.0,1416,2.5,303,/L,000
14/JUN/2018 16:06:35,002,60,0.3,40282,0.5,4561,1.0,1426,2.5,299,/L,000
14/JUN/2018 16:07:35,002,60,0.3,36495,0.5,4111,1.0,1409,2.5,307,/L,000
14/JUN/2018 16:08:35,002,60,0.3,35635,0.5,3900,1.0,1321,2.5,279,/L,000
14/JUN/2018 16:09:35,002,60,0.3,34904,0.5,3757,1.0,1291,2.5,257,/L,000
14/JUN/2018 16:10:35,002,60,0.3,34616,0.5,3854,1.0,1320,2.5,276,/L,000
14/JUN/2018 16:11:35,002,60,0.3,35434,0.5,3865,1.0,1336,2.5,281,/L,000
14/JUN/2018 16:12:35,002,60,0.3,35295,0.5,3820,1.0,1303,2.5,287,/L,000
14/JUN/2018 16:13:35,002,60,0.3,37072,0.5,4111,1.0,1405,2.5,298,/L,000
14/JUN/2018 16:14:35,002,60,0.3,33922,0.5,3750,1.0,1252,2.5,256,/L,000
14/JUN/2018 16:15:35,002,60,0.3,33635,0.5,3875,1.0,1327,2.5,277,/L,000
14/JUN/2018 16:16:35,002,60,0.3,37492,0.5,4242,1.0,1415,2.5,312,/L,000
14/JUN/2018 16:17:35,002,60,0.3,37623,0.5,4344,1.0,1449,2.5,318,/L,000
14/JUN/2018 16:18:35,002,60,0.3,37729,0.5,4246,1.0,1431,2.5,302,/L,000
14/JUN/2018 16:19:35,002,60,0.3,40017,0.5,4630,1.0,1442,2.5,305,/L,000
14/JUN/2018 16:20:35,002,60,0.3,39329,0.5,4632,1.0,1426,2.5,290,/L,000
14/JUN/2018 16:21:35,002,60,0.3,40132,0.5,4650,1.0,1405,2.5,287,/L,000
14/JUN/2018 16:22:35,002,60,0.3,36922,0.5,4287,1.0,1365,2.5,295,/L,000
14/JUN/2018 16:23:35,002,60,0.3,33142,0.5,3845,1.0,1321,2.5,266,/L,000
14/JUN/2018 16:24:35,002,60,0.3,34202,0.5,3995,1.0,1382,2.5,298,/L,000
14/JUN/2018 16:25:35,002,60,0.3,37184,0.5,4327,1.0,1475,2.5,322,/L,000
14/JUN/2018 16:26:35,002,60,0.3,40113,0.5,4743,1.0,1435,2.5,294,/L,000
14/JUN/2018 16:27:35,002,60,0.3,35737,0.5,4315,1.0,1430,2.5,296,/L,000
14/JUN/2018 16:28:35,002,60,0.3,39492,0.5,4623,1.0,1380,2.5,288,/L,000
14/JUN/2018 16:29:35,002,60,0.3,38510,0.5,4578,1.0,1405,2.5,309,/L,000
14/JUN/2018 16:30:35,002,60,0.3,36161,0.5,4243,1.0,1386,2.5,289,/L,000
14/JUN/2018 16:31:35,002,60,0.3,35907,0.5,4278,1.0,1381,2.5,298,/L,000
14/JUN/2018 16:32:35,002,60,0.3,33584,0.5,4110,1.0,1390,2.5,296,/L,000
14/JUN/2018 16:33:35,002,60,0.3,31739,0.5,3903,1.0,1377,2.5,301,/L,000
14/JUN/2018 16:34:35,002,60,0.3,33309,0.5,4162,1.0,1489,2.5,346,/L,000
14/JUN/2018 16:35:35,002,60,0.3,33068,0.5,4118,1.0,1466,2.5,325,/L,000
14/JUN/2018 16:36:35,002,60,0.3,33866,0.5,4252,1.0,1471,2.5,313,/L,000
14/JUN/2018 16:37:35,002,60,0.3,32560,0.5,4232,1.0,1409,2.5,308,/L,000
14/JUN/2018 16:38:35,002,60,0.3,33902,0.5,4317,1.0,1474,2.5,319,/L,000
14/JUN/2018 16:39:35,002,60,0.3,31694,0.5,4049,1.0,1398,2.5,301,/L,000
14/JUN/2018 16:40:35,002,60,0.3,33562,0.5,4208,1.0,1425,2.5,315,/L,000
14/JUN/2018 16:41:35,002,60,0.3,37257,0.5,4490,1.0,1428,2.5,305,/L,000
14/JUN/2018 16:42:35,002,60,0.3,37803,0.5,4661,1.0,1408,2.5,320,/L,000
14/JUN/2018 16:43:35,002,60,0.3,36160,0.5,4515,1.0,1400,2.5,320,/L,000
14/JUN/2018 16:44:35,002,60,0.3,34976,0.5,4206,1.0,1377,2.5,325,/L,000
14/JUN/2018 16:45:35,002,60,0.3,33068,0.5,4052,1.0,1402,2.5,305,/L,000
14/JUN/2018 16:46:35,002,60,0.3,33070,0.5,4101,1.0,1353,2.5,285,/L,000
14/JUN/2018 16:47:35,002,60,0.3,31005,0.5,3973,1.0,1300,2.5,276,/L,000
14/JUN/2018 16:48:35,002,60,0.3,31809,0.5,4128,1.0,1360,2.5,299,/L,000
14/JUN/2018 16:49:35,002,60,0.3,30912,0.5,3852,1.0,1342,2.5,304,/L,000
14/JUN/2018 16:50:35,002,60,0.3,32423,0.5,3949,1.0,1341,2.5,306,/L,000
14/JUN/2018 16:51:35,002,60,0.3,32506,0.5,4008,1.0,1372,2.5,296,/L,000
14/JUN/2018 16:52:35,002,60,0.3,31260,0.5,3945,1.0,1371,2.5,288,/L,000
14/JUN/2018 16:53:35,002,60,0.3,33026,0.5,4002,1.0,1398,2.5,316,/L,000
14/JUN/2018 16:54:35,002,60,0.3,34544,0.5,4316,1.0,1380,2.5,309,/L,000
