1
*
Settings Report

80874, 80878-1, V1.0.5
Location, 002
Size, 0.3, 0.5, 1.0, 2.5
Units, /L
Sample Time, 60
Mode, CONTINUOUS
Serial Number, R10295
Favorite 1, 0.3u
Favorite 2, 2.5u
2

Time,Loc,Period,Size1,Count1,Size2,Count2,Size3,Count3,Size4,Count4,Units,Status
19/JUN/2018 09:56:05,002,60,0.3,43550,0.5,4064,1.0,1366,2.5,339,/L,000
19/JUN/2018 09:57:05,002,60,0.3,43274,0.5,4209,1.0,1376,2.5,354,/L,000
19/JUN/2018 09:58:05,002,60,0.3,43570,0.5,4477,1.0,1509,2.5,398,/L,000
19/JUN/2018 09:59:05,002,60,0.3,45247,0.5,4407,1.0,1449,2.5,357,/L,000
19/JUN/2018 10:00:05,002,60,0.3,45146,0.5,4205,1.0,1394,2.5,368,/L,000
19/JUN/2018 10:01:05,002,60,0.3,44507,0.5,4244,1.0,1378,2.5,367,/L,000
19/JUN/2018 10:02:05,002,60,0.3,44822,0.5,4361,1.0,1420,2.5,385,/L,000
19/JUN/2018 10:03:05,002,60,0.3,45178,0.5,4171,1.0,1358,2.5,335,/L,000
19/JUN/2018 10:04:05,002,60,0.3,45463,0.5,4196,1.0,1416,2.5,372,/L,000
19/JUN/2018 10:05:05,002,60,0.3,44668,0.5,4280,1.0,1389,2.5,349,/L,000
19/JUN/2018 10:06:05,002,60,0.3,44759,0.5,4362,1.0,1424,2.5,361,/L,000
19/JUN/2018 10:07:05,002,60,0.3,46020,0.5,4350,1.0,1328,2.5,317,/L,000
19/JUN/2018 10:08:05,002,60,0.3,46210,0.5,4197,1.0,1302,2.5,325,/L,000
19/JUN/2018 10:09:05,002,60,0.3,45503,0.5,4305,1.0,1341,2.5,336,/L,000
19/JUN/2018 10:10:05,002,60,0.3,45794,0.5,4282,1.0,1388,2.5,388,/L,000
19/JUN/2018 10:11:05,002,60,0.3,48857,0.5,4354,1.0,1354,2.5,355,/L,000
19/JUN/2018 10:12:05,002,60,0.3,46377,0.5,4335,1.0,1344,2.5,344,/L,000
19/JUN/2018 10:13:05,002,60,0.3,45401,0.5,4290,1.0,1376,2.5,377,/L,000
19/JUN/2018 10:14:05,002,60,0.3,46094,0.5,4179,1.0,1333,2.5,356,/L,000
19/JUN/2018 10:15:05,002,60,0.3,46525,0.5,4691,1.0,1594,2.5,475,/L,000
19/JUN/2018 10:16:05,002,60,0.3,44454,0.5,4357,1.0,1525,2.5,468,/L,000
19/JUN/2018 10:17:05,002,60,0.3,43445,0.5,4002,1.0,1354,2.5,361,/L,000
