1
*
Settings Report

80874, 80878-1, V1.0.5
Location, 002
Size, 0.3, 0.5, 1.0, 2.5
Units, /L
Sample Time, 60
Mode, CONTINUOUS
Serial Number, R10295
Favorite 1, 0.3u
Favorite 2, 2.5u
2

Time,Loc,Period,Size1,Count1,Size2,Count2,Size3,Count3,Size4,Count4,Units,Status
29/JUN/2018 15:10:28,002,60,0.3,39238,0.5,3729,1.0,1268,2.5,250,/L,000
29/JUN/2018 15:11:28,002,60,0.3,40163,0.5,3751,1.0,1262,2.5,224,/L,000
29/JUN/2018 15:12:28,002,60,0.3,43329,0.5,3906,1.0,1309,2.5,286,/L,000
29/JUN/2018 15:13:28,002,60,0.3,43416,0.5,3929,1.0,1385,2.5,305,/L,000
29/JUN/2018 15:14:28,002,60,0.3,40768,0.5,3818,1.0,1371,2.5,290,/L,000
29/JUN/2018 15:15:28,002,60,0.3,40959,0.5,3815,1.0,1370,2.5,291,/L,000
29/JUN/2018 15:16:28,002,60,0.3,43114,0.5,3954,1.0,1435,2.5,329,/L,000
29/JUN/2018 15:17:28,002,60,0.3,43428,0.5,4152,1.0,1438,2.5,301,/L,000
29/JUN/2018 15:18:28,002,60,0.3,41010,0.5,3863,1.0,1378,2.5,273,/L,000
29/JUN/2018 15:19:28,002,60,0.3,43088,0.5,4022,1.0,1439,2.5,310,/L,000
29/JUN/2018 15:20:28,002,60,0.3,45800,0.5,4442,1.0,1390,2.5,276,/L,000
29/JUN/2018 15:21:28,002,60,0.3,43033,0.5,3884,1.0,1389,2.5,309,/L,000
29/JUN/2018 15:22:28,002,60,0.3,45390,0.5,4216,1.0,1378,2.5,276,/L,000
29/JUN/2018 15:23:28,002,60,0.3,40536,0.5,3864,1.0,1397,2.5,278,/L,000
29/JUN/2018 15:24:28,002,60,0.3,43974,0.5,4334,1.0,1525,2.5,327,/L,000
29/JUN/2018 15:25:28,002,60,0.3,42982,0.5,4201,1.0,1510,2.5,312,/L,000
29/JUN/2018 15:26:28,002,60,0.3,45060,0.5,4682,1.0,1576,2.5,354,/L,000
29/JUN/2018 15:27:28,002,60,0.3,43776,0.5,4656,1.0,1509,2.5,308,/L,000
29/JUN/2018 15:28:28,002,60,0.3,44190,0.5,4295,1.0,1403,2.5,255,/L,000
29/JUN/2018 15:29:28,002,60,0.3,40699,0.5,4055,1.0,1374,2.5,266,/L,000
29/JUN/2018 15:30:28,002,60,0.3,42819,0.5,4161,1.0,1404,2.5,260,/L,000
29/JUN/2018 15:31:28,002,60,0.3,42539,0.5,4129,1.0,1359,2.5,262,/L,000
29/JUN/2018 15:32:28,002,60,0.3,41250,0.5,4074,1.0,1442,2.5,282,/L,000
29/JUN/2018 15:33:28,002,60,0.3,41682,0.5,4104,1.0,1517,2.5,316,/L,000
29/JUN/2018 15:34:28,002,60,0.3,44005,0.5,4229,1.0,1451,2.5,296,/L,000
29/JUN/2018 15:35:28,002,60,0.3,43543,0.5,4335,1.0,1381,2.5,224,/L,000
29/JUN/2018 15:36:28,002,60,0.3,40132,0.5,3913,1.0,1353,2.5,257,/L,000
29/JUN/2018 15:37:28,002,60,0.3,37795,0.5,3706,1.0,1356,2.5,260,/L,000
29/JUN/2018 15:38:28,002,60,0.3,41997,0.5,3928,1.0,1371,2.5,277,/L,000
29/JUN/2018 15:39:28,002,60,0.3,39227,0.5,3776,1.0,1319,2.5,227,/L,000
29/JUN/2018 15:40:28,002,60,0.3,39972,0.5,3863,1.0,1347,2.5,271,/L,000
29/JUN/2018 15:41:28,002,60,0.3,39985,0.5,3845,1.0,1362,2.5,262,/L,000
