1
*
Settings Report

80874, 80878-1, V1.0.5
Location, 002
Size, 0.3, 0.5, 1.0, 2.5
Units, /L
Sample Time, 60
Mode, CONTINUOUS
Serial Number, R10295
Favorite 1, 0.3u
Favorite 2, 2.5u
2

Time,Loc,Period,Size1,Count1,Size2,Count2,Size3,Count3,Size4,Count4,Units,Status
12/JUL/2018 13:30:00,002,60,0.3,48164,0.5,4563,1.0,1357,2.5,320,/L,000
12/JUL/2018 13:31:00,002,60,0.3,49327,0.5,4854,1.0,1481,2.5,357,/L,000
12/JUL/2018 13:32:00,002,60,0.3,49749,0.5,4650,1.0,1392,2.5,304,/L,000
12/JUL/2018 13:33:00,002,60,0.3,51055,0.5,4979,1.0,1469,2.5,342,/L,000
12/JUL/2018 13:34:00,002,60,0.3,52134,0.5,5052,1.0,1488,2.5,331,/L,000
12/JUL/2018 13:35:00,002,60,0.3,54700,0.5,5408,1.0,1472,2.5,314,/L,000
12/JUL/2018 13:36:00,002,60,0.3,56863,0.5,5432,1.0,1503,2.5,302,/L,000
12/JUL/2018 13:37:00,002,60,0.3,53543,0.5,5111,1.0,1407,2.5,315,/L,000
12/JUL/2018 13:38:00,002,60,0.3,54225,0.5,5343,1.0,1507,2.5,360,/L,000
12/JUL/2018 13:39:00,002,60,0.3,55727,0.5,6221,1.0,1611,2.5,350,/L,000
12/JUL/2018 13:40:00,002,60,0.3,51500,0.5,5309,1.0,1457,2.5,330,/L,000
12/JUL/2018 13:41:00,002,60,0.3,52526,0.5,5173,1.0,1484,2.5,345,/L,000
12/JUL/2018 13:42:00,002,60,0.3,52948,0.5,5052,1.0,1436,2.5,333,/L,000
12/JUL/2018 13:43:00,002,60,0.3,47646,0.5,4350,1.0,1332,2.5,289,/L,000
12/JUL/2018 13:44:00,002,60,0.3,47390,0.5,4336,1.0,1342,2.5,300,/L,000
12/JUL/2018 13:45:00,002,60,0.3,54770,0.5,4919,1.0,1409,2.5,333,/L,000
12/JUL/2018 13:46:00,002,60,0.3,65943,0.5,7169,1.0,1673,2.5,339,/L,000
12/JUL/2018 13:47:00,002,60,0.3,60400,0.5,5769,1.0,1442,2.5,295,/L,000
12/JUL/2018 13:48:00,002,60,0.3,54016,0.5,4834,1.0,1347,2.5,320,/L,000
12/JUL/2018 13:49:00,002,60,0.3,56757,0.5,5218,1.0,1395,2.5,314,/L,000
12/JUL/2018 13:50:00,002,60,0.3,56568,0.5,5178,1.0,1370,2.5,321,/L,000
12/JUL/2018 13:51:00,002,60,0.3,48434,0.5,4148,1.0,1259,2.5,300,/L,000
12/JUL/2018 13:52:00,002,60,0.3,51505,0.5,4576,1.0,1300,2.5,306,/L,000
12/JUL/2018 13:53:00,002,60,0.3,54734,0.5,5008,1.0,1380,2.5,313,/L,000
12/JUL/2018 13:54:00,002,60,0.3,55874,0.5,5190,1.0,1299,2.5,285,/L,000
12/JUL/2018 13:55:00,002,60,0.3,50380,0.5,4454,1.0,1264,2.5,283,/L,000
12/JUL/2018 13:56:00,002,60,0.3,48757,0.5,4143,1.0,1195,2.5,262,/L,000
12/JUL/2018 13:57:00,002,60,0.3,48995,0.5,4475,1.0,1392,2.5,361,/L,000
12/JUL/2018 13:58:00,002,60,0.3,47416,0.5,4099,1.0,1244,2.5,286,/L,000
12/JUL/2018 13:59:00,002,60,0.3,49019,0.5,4323,1.0,1209,2.5,275,/L,000
12/JUL/2018 14:00:00,002,60,0.3,50295,0.5,4360,1.0,1207,2.5,263,/L,000
