1
*
Settings Report

80874, 80878-1, V1.0.5
Location, 002
Size, 0.3, 0.5, 1.0, 2.5
Units, /L
Sample Time, 60
Mode, CONTINUOUS
Serial Number, R10295
Favorite 1, 0.3u
Favorite 2, 2.5u
2

Time,Loc,Period,Size1,Count1,Size2,Count2,Size3,Count3,Size4,Count4,Units,Status
30/JUN/2018 13:40:28,002,60,0.3,24654,0.5,2666,1.0,923,2.5,218,/L,000
30/JUN/2018 13:41:28,002,60,0.3,26544,0.5,2727,1.0,918,2.5,207,/L,000
30/JUN/2018 13:42:28,002,60,0.3,22265,0.5,2465,1.0,888,2.5,213,/L,000
30/JUN/2018 13:43:28,002,60,0.3,27941,0.5,2936,1.0,946,2.5,201,/L,000
30/JUN/2018 13:44:28,002,60,0.3,27384,0.5,2779,1.0,886,2.5,211,/L,000
30/JUN/2018 13:45:28,002,60,0.3,31134,0.5,3631,1.0,1017,2.5,204,/L,000
30/JUN/2018 13:46:28,002,60,0.3,38470,0.5,4262,1.0,1025,2.5,234,/L,000
30/JUN/2018 13:47:28,002,60,0.3,25496,0.5,2803,1.0,909,2.5,227,/L,000
30/JUN/2018 13:48:28,002,60,0.3,28055,0.5,3091,1.0,950,2.5,225,/L,000
30/JUN/2018 13:49:28,002,60,0.3,25892,0.5,2877,1.0,933,2.5,223,/L,000
30/JUN/2018 13:50:28,002,60,0.3,28277,0.5,3566,1.0,958,2.5,215,/L,000
30/JUN/2018 13:51:28,002,60,0.3,25983,0.5,2938,1.0,933,2.5,214,/L,000
30/JUN/2018 13:52:28,002,60,0.3,25313,0.5,2718,1.0,963,2.5,215,/L,000
30/JUN/2018 13:53:28,002,60,0.3,28334,0.5,3492,1.0,1065,2.5,212,/L,000
30/JUN/2018 13:54:28,002,60,0.3,26753,0.5,2868,1.0,965,2.5,221,/L,000
30/JUN/2018 13:55:28,002,60,0.3,22841,0.5,2564,1.0,950,2.5,230,/L,000
30/JUN/2018 13:56:28,002,60,0.3,29091,0.5,3244,1.0,962,2.5,211,/L,000
30/JUN/2018 13:57:28,002,60,0.3,25398,0.5,2803,1.0,919,2.5,206,/L,000
30/JUN/2018 13:58:28,002,60,0.3,22648,0.5,2495,1.0,938,2.5,230,/L,000
30/JUN/2018 13:59:28,002,60,0.3,23817,0.5,2520,1.0,927,2.5,205,/L,000
30/JUN/2018 14:00:28,002,60,0.3,24167,0.5,2651,1.0,966,2.5,249,/L,000
30/JUN/2018 14:01:28,002,60,0.3,26990,0.5,2795,1.0,964,2.5,231,/L,000
30/JUN/2018 14:02:28,002,60,0.3,25235,0.5,2768,1.0,967,2.5,235,/L,000
30/JUN/2018 14:03:28,002,60,0.3,23988,0.5,2552,1.0,885,2.5,189,/L,000
30/JUN/2018 14:04:28,002,60,0.3,27729,0.5,2982,1.0,946,2.5,207,/L,000
30/JUN/2018 14:05:28,002,60,0.3,24450,0.5,2662,1.0,930,2.5,214,/L,000
30/JUN/2018 14:06:28,002,60,0.3,25647,0.5,2789,1.0,977,2.5,240,/L,000
30/JUN/2018 14:07:28,002,60,0.3,25205,0.5,2733,1.0,925,2.5,202,/L,000
30/JUN/2018 14:08:28,002,60,0.3,25628,0.5,2855,1.0,944,2.5,226,/L,000
30/JUN/2018 14:09:28,002,60,0.3,23655,0.5,2668,1.0,957,2.5,209,/L,000
30/JUN/2018 14:10:28,002,60,0.3,22230,0.5,2555,1.0,947,2.5,216,/L,000
30/JUN/2018 14:11:28,002,60,0.3,22908,0.5,2700,1.0,970,2.5,244,/L,000
30/JUN/2018 14:12:28,002,60,0.3,24265,0.5,2680,1.0,922,2.5,223,/L,000
30/JUN/2018 14:13:28,002,60,0.3,24599,0.5,2822,1.0,984,2.5,240,/L,000
30/JUN/2018 14:14:28,002,60,0.3,21942,0.5,2580,1.0,931,2.5,226,/L,000
30/JUN/2018 14:15:28,002,60,0.3,23025,0.5,2561,1.0,962,2.5,229,/L,000
30/JUN/2018 14:16:28,002,60,0.3,23697,0.5,2660,1.0,917,2.5,205,/L,000
30/JUN/2018 14:17:28,002,60,0.3,23838,0.5,2685,1.0,934,2.5,219,/L,000
30/JUN/2018 14:18:28,002,60,0.3,26382,0.5,2982,1.0,963,2.5,238,/L,000
30/JUN/2018 14:19:28,002,60,0.3,34038,0.5,4228,1.0,1066,2.5,231,/L,000
30/JUN/2018 14:20:28,002,60,0.3,25955,0.5,3719,1.0,954,2.5,188,/L,000
30/JUN/2018 14:21:28,002,60,0.3,26558,0.5,3610,1.0,953,2.5,199,/L,000
30/JUN/2018 14:22:28,002,60,0.3,22242,0.5,2841,1.0,980,2.5,220,/L,000
30/JUN/2018 14:23:28,002,60,0.3,33030,0.5,5261,1.0,1084,2.5,206,/L,000
30/JUN/2018 14:24:28,002,60,0.3,25571,0.5,3519,1.0,1041,2.5,262,/L,000
30/JUN/2018 14:25:28,002,60,0.3,24191,0.5,2973,1.0,900,2.5,175,/L,000
30/JUN/2018 14:26:28,002,60,0.3,25552,0.5,3010,1.0,971,2.5,216,/L,000
30/JUN/2018 14:27:28,002,60,0.3,21254,0.5,2693,1.0,974,2.5,213,/L,000
30/JUN/2018 14:28:28,002,60,0.3,26956,0.5,3236,1.0,1026,2.5,240,/L,000
30/JUN/2018 14:29:28,002,60,0.3,23764,0.5,2797,1.0,991,2.5,235,/L,000
30/JUN/2018 14:30:28,002,60,0.3,24744,0.5,3239,1.0,1024,2.5,236,/L,000
30/JUN/2018 14:31:28,002,60,0.3,32365,0.5,3722,1.0,989,2.5,215,/L,000
30/JUN/2018 14:32:28,002,60,0.3,27839,0.5,3208,1.0,970,2.5,211,/L,000
30/JUN/2018 14:33:28,002,60,0.3,28663,0.5,3161,1.0,977,2.5,224,/L,000
30/JUN/2018 14:34:28,002,60,0.3,27944,0.5,3296,1.0,953,2.5,202,/L,000
30/JUN/2018 14:35:28,002,60,0.3,31353,0.5,3894,1.0,1053,2.5,229,/L,000
30/JUN/2018 14:36:28,002,60,0.3,30311,0.5,4087,1.0,1070,2.5,230,/L,000
30/JUN/2018 14:37:28,002,60,0.3,23704,0.5,3154,1.0,973,2.5,200,/L,000
30/JUN/2018 14:38:28,002,60,0.3,22197,0.5,2876,1.0,976,2.5,213,/L,000
30/JUN/2018 14:39:28,002,60,0.3,23494,0.5,3348,1.0,1082,2.5,235,/L,000
30/JUN/2018 14:40:28,002,60,0.3,22407,0.5,3054,1.0,996,2.5,206,/L,000
30/JUN/2018 14:41:28,002,60,0.3,24895,0.5,3111,1.0,998,2.5,225,/L,000
30/JUN/2018 14:42:28,002,60,0.3,19971,0.5,2606,1.0,930,2.5,225,/L,000
30/JUN/2018 14:43:28,002,60,0.3,19908,0.5,2567,1.0,911,2.5,192,/L,000
30/JUN/2018 14:44:28,002,60,0.3,20056,0.5,2764,1.0,995,2.5,212,/L,000
30/JUN/2018 14:45:28,002,60,0.3,18333,0.5,2745,1.0,1032,2.5,229,/L,000
30/JUN/2018 14:46:28,002,60,0.3,27338,0.5,3270,1.0,1008,2.5,219,/L,000
30/JUN/2018 14:47:28,002,60,0.3,34278,0.5,4148,1.0,1023,2.5,221,/L,000
30/JUN/2018 14:48:28,002,60,0.3,21837,0.5,3225,1.0,1045,2.5,231,/L,000
30/JUN/2018 14:49:28,002,60,0.3,19992,0.5,2966,1.0,1053,2.5,242,/L,000
30/JUN/2018 14:50:28,002,60,0.3,22686,0.5,3081,1.0,1039,2.5,222,/L,000
30/JUN/2018 14:51:28,002,60,0.3,21252,0.5,2801,1.0,974,2.5,217,/L,000
30/JUN/2018 14:52:28,002,60,0.3,23137,0.5,3180,1.0,1029,2.5,245,/L,000
30/JUN/2018 14:53:28,002,60,0.3,24133,0.5,3578,1.0,1063,2.5,235,/L,000
30/JUN/2018 14:54:28,002,60,0.3,27243,0.5,3862,1.0,1033,2.5,206,/L,000
30/JUN/2018 14:55:28,002,60,0.3,21596,0.5,2990,1.0,970,2.5,223,/L,000
30/JUN/2018 14:56:28,002,60,0.3,18560,0.5,2730,1.0,955,2.5,213,/L,000
