תחנה:עצמאות חיפה -  , PM1      , SHT      , PM2.5    , PM10     , תאריך  \ שעה             
 , g/m3µ    , °c       , µg/m3    , µg/m3    ,                          
 , 5        , Down     , 6.7      , NoData   , 12/06/2018 04:50         
 , 8        , Down     , 6.0      , NoData   , 12/06/2018 04:55         
 , 9        , Down     , 6.1      , NoData   , 12/06/2018 05:00         
 , 5        , Down     , 9.1      , NoData   , 12/06/2018 05:05         
 , 2        , Down     , 11.8     , NoData   , 12/06/2018 05:10         
 , 2        , Down     , 12.4     , NoData   , 12/06/2018 05:15         
 , 2        , Down     , 11.6     , NoData   , 12/06/2018 05:20         
 , 1        , Down     , 12.8     , NoData   , 12/06/2018 05:25         
 , 2        , Down     , 14.6     , NoData   , 12/06/2018 05:30         
 , 5        , Down     , 13.8     , NoData   , 12/06/2018 05:35         
 , 6        , Down     , 11.4     , NoData   , 12/06/2018 05:40         
 , 4        , Down     , 11.2     , NoData   , 12/06/2018 05:45         
 , 4        , Down     , 8.0      , NoData   , 12/06/2018 05:50         
 , 6        , Down     , 6.3      , NoData   , 12/06/2018 05:55         
 , 6        , Down     , 4.5      , NoData   , 12/06/2018 06:00         
 , 6        , Down     , 3.4      , NoData   , 12/06/2018 06:05         
 , 4        , Down     , 4.1      , NoData   , 12/06/2018 06:10         
 , 5        , Down     , 7.0      , NoData   , 12/06/2018 06:15         
 , 4        , Down     , 6.1      , NoData   , 12/06/2018 06:20         
 , 4        , Down     , 8.3      , NoData   , 12/06/2018 06:25         
 , 6        , Down     , 11.4     , NoData   , 12/06/2018 06:30         
 , 11       , Down     , 12.3     , NoData   , 12/06/2018 06:35         
 , 14       , Down     , 12.7     , NoData   , 12/06/2018 06:40         
 , 14       , Down     , 13.5     , NoData   , 12/06/2018 06:45         
 , 16       , Down     , 12.8     , NoData   , 12/06/2018 06:50         
 , 17       , Down     , 14.2     , NoData   , 12/06/2018 06:55         
 , 17       , Down     , 15.9     , NoData   , 12/06/2018 07:00         
 , 18       , Down     , 11.9     , NoData   , 12/06/2018 07:05         
 , 16       , Down     , 8.7      , NoData   , 12/06/2018 07:10         
 , 9        , Down     , 8.3      , NoData   , 12/06/2018 07:15         
 , 1        , Down     , 3.6      , NoData   , 12/06/2018 07:20         
 , -3       , Down     , 0.0      , NoData   , 12/06/2018 07:25         
 , -4       , Down     , -0.5     , NoData   , 12/06/2018 07:30         
 , -5       , Down     , 1.4      , NoData   , 12/06/2018 07:35         
 , -5       , Down     , 3.8      , NoData   , 12/06/2018 07:40         
 , -6       , Down     , 4.4      , NoData   , 12/06/2018 07:45         
 , -4       , Down     , 5.2      , NoData   , 12/06/2018 07:50         
 , 1        , Down     , 10.4     , NoData   , 12/06/2018 07:55         
 , 8        , Down     , 20.0     , NoData   , 12/06/2018 08:00         
 , 15       , Down     , 22.8     , NoData   , 12/06/2018 08:05         
 , 18       , Down     , 25.3     , NoData   , 12/06/2018 08:10         
 , 18       , Down     , 27.2     , NoData   , 12/06/2018 08:15         
 , 17       , Down     , 24.8     , NoData   , 12/06/2018 08:20         
 , 14       , Down     , 17.6     , NoData   , 12/06/2018 08:25         
 , 12       , Down     , 8.3      , NoData   , 12/06/2018 08:30         
 , 5        , Down     , 4.0      , NoData   , 12/06/2018 08:35         
 , -4       , Down     , -1.9     , NoData   , 12/06/2018 08:40         
 , -9       , Down     , -7.5     , NoData   , 12/06/2018 08:45         
 , -14      , Down     , -12.8    , NoData   , 12/06/2018 08:50         
 , -16      , Down     , -14.4    , NoData   , 12/06/2018 08:55         
 , -13      , Down     , -9.5     , NoData   , 12/06/2018 09:00         
 , -9       , Down     , -5.7     , NoData   , 12/06/2018 09:05         
 , -5       , Down     , -3.0     , NoData   , 12/06/2018 09:10         
 , 0        , Down     , 4.4      , NoData   , 12/06/2018 09:15         
 , 6        , Down     , 11.2     , NoData   , 12/06/2018 09:20         
 , 11       , Down     , 16.5     , NoData   , 12/06/2018 09:25         
 , 18       , Down     , 16.0     , NoData   , 12/06/2018 09:30         
 , 22       , Down     , 17.9     , NoData   , 12/06/2018 09:35         
 , 20       , Down     , 18.4     , NoData   , 12/06/2018 09:40         
 , 22       , Down     , 20.0     , NoData   , 12/06/2018 09:45         
 , 22       , Down     , 19.7     , NoData   , 12/06/2018 09:50         
 , 19       , Down     , 16.1     , NoData   , 12/06/2018 09:55         
 , 18       , Down     , 15.8     , NoData   , 12/06/2018 10:00         
 , 16       , Down     , 16.0     , NoData   , 12/06/2018 10:05         
 , 14       , Down     , 13.2     , NoData   , 12/06/2018 10:10         
 , 14       , Down     , 12.7     , NoData   , 12/06/2018 10:15         
 , 14       , Down     , 11.6     , NoData   , 12/06/2018 10:20         
 , 14       , Down     , 12.1     , NoData   , 12/06/2018 10:25         
 , 14       , Down     , 11.1     , NoData   , 12/06/2018 10:30         
 , 15       , Down     , 11.2     , NoData   , 12/06/2018 10:35         
 , 13       , Down     , 10.5     , NoData   , 12/06/2018 10:40         
 , 12       , Down     , 13.5     , NoData   , 12/06/2018 10:45         
 , 12       , Down     , 15.7     , NoData   , 12/06/2018 10:50         
 , 10       , Down     , 14.3     , NoData   , 12/06/2018 10:55         
 , 10       , Down     , 16.0     , NoData   , 12/06/2018 11:00         
 , 8        , Down     , 15.1     , NoData   , 12/06/2018 11:05         
 , 7        , Down     , 11.1     , NoData   , 12/06/2018 11:10         
 , 7        , Down     , 9.3      , NoData   , 12/06/2018 11:15         
 , 10       , Down     , 10.6     , NoData   , 12/06/2018 11:20         
 , 15       , Down     , 14.2     , NoData   , 12/06/2018 11:25         
 , 16       , Down     , 15.2     , NoData   , 12/06/2018 11:30         
 , 15       , Down     , 15.3     , NoData   , 12/06/2018 11:35         
 , 16       , Down     , 13.9     , NoData   , 12/06/2018 11:40         
 , 14       , Down     , 15.6     , NoData   , 12/06/2018 11:45         
 , 13       , Down     , 19.6     , NoData   , 12/06/2018 11:50         
 , 11       , Down     , 19.3     , NoData   , 12/06/2018 11:55         
 , 8        , Down     , 22.2     , NoData   , 12/06/2018 12:00         
 , 5        , Down     , 23.2     , NoData   , 12/06/2018 12:05         
 , 5        , Down     , 18.9     , NoData   , 12/06/2018 12:10         
 , 4        , Down     , 12.9     , NoData   , 12/06/2018 12:15         
 , 5        , Down     , 9.4      , NoData   , 12/06/2018 12:20         
 , 10       , Down     , 10.0     , NoData   , 12/06/2018 12:25         
 , 12       , Down     , 13.0     , NoData   , 12/06/2018 12:30         
 , 14       , Down     , 15.6     , NoData   , 12/06/2018 12:35         
 , 16       , Down     , 17.1     , NoData   , 12/06/2018 12:40         
 , 17       , Down     , 15.1     , NoData   , 12/06/2018 12:45         
 , 18       , Down     , 17.6     , NoData   , 12/06/2018 12:50         
 , 20       , Down     , 17.7     , NoData   , 12/06/2018 12:55         
 , 19       , Down     , 19.9     , NoData   , 12/06/2018 13:00         
 , 17       , Down     , 19.3     , NoData   , 12/06/2018 13:05         
 , 13       , Down     , 17.3     , NoData   , 12/06/2018 13:10         
 , 8        , Down     , 16.2     , NoData   , 12/06/2018 13:15         
 , 4        , Down     , 10.9     , NoData   , 12/06/2018 13:20         
 , 1        , Down     , 9.8      , NoData   , 12/06/2018 13:25         
 , 1        , Down     , 15.0     , NoData   , 12/06/2018 13:30         
 , 4        , Down     , 17.9     , NoData   , 12/06/2018 13:35         
 , 4        , Down     , 17.7     , NoData   , 12/06/2018 13:40         
 , 4        , Down     , 16.6     , NoData   , 12/06/2018 13:45         
 , 5        , Down     , 17.3     , NoData   , 12/06/2018 13:50         
 , 7        , Down     , 18.7     , NoData   , 12/06/2018 13:55         
 , 9        , Down     , 19.4     , NoData   , 12/06/2018 14:00         
 , 11       , Down     , 16.5     , NoData   , 12/06/2018 14:05         
 , 10       , Down     , 14.1     , NoData   , 12/06/2018 14:10         
 , 7        , Down     , 17.3     , NoData   , 12/06/2018 14:15         
 , 5        , Down     , 13.9     , NoData   , 12/06/2018 14:20         
 , 3        , Down     , 13.4     , NoData   , 12/06/2018 14:25         
 , 3        , Down     , 14.3     , NoData   , 12/06/2018 14:30         
 , 6        , Down     , 15.7     , NoData   , 12/06/2018 14:35         
 , 6        , Down     , 13.1     , NoData   , 12/06/2018 14:40         
 , 10       , Down     , 12.9     , NoData   , 12/06/2018 14:45         
 , 12       , Down     , 13.6     , NoData   , 12/06/2018 14:50         
 , 14       , Down     , 13.4     , NoData   , 12/06/2018 14:55         
 , 15       , Down     , 11.0     , NoData   , 12/06/2018 15:00         
 , 12       , Down     , 8.1      , NoData   , 12/06/2018 15:05         
 , 12       , Down     , 5.7      , NoData   , 12/06/2018 15:10         
 , 11       , Down     , 7.3      , NoData   , 12/06/2018 15:15         
 , 11       , Down     , 7.6      , NoData   , 12/06/2018 15:20         
 , 10       , Down     , 8.9      , NoData   , 12/06/2018 15:25         
 , 9        , Down     , 9.4      , NoData   , 12/06/2018 15:30         
 , 10       , Down     , 13.7     , NoData   , 12/06/2018 15:35         
 , 10       , Down     , 18.7     , NoData   , 12/06/2018 15:40         
 , 14       , Down     , 23.6     , NoData   , 12/06/2018 15:45         
 , 17       , Down     , 28.9     , NoData   , 12/06/2018 15:50         
 , 16       , Down     , 34.5     , NoData   , 12/06/2018 15:55         
 , 18       , Down     , 35.9     , NoData   , 12/06/2018 16:00         
 , 17       , Down     , 32.9     , NoData   , 12/06/2018 16:05         
 , 18       , Down     , 29.2     , NoData   , 12/06/2018 16:10         
 , 18       , Down     , 26.3     , NoData   , 12/06/2018 16:15         
 , 16       , Down     , 21.8     , NoData   , 12/06/2018 16:20         
 , 15       , Down     , 18.8     , NoData   , 12/06/2018 16:25         
 , 15       , Down     , 14.9     , NoData   , 12/06/2018 16:30         
 , 15       , Down     , 10.6     , NoData   , 12/06/2018 16:35         
 , 13       , Down     , 9.1      , NoData   , 12/06/2018 16:40         
 , 14       , Down     , 7.7      , NoData   , 12/06/2018 16:45         
 , 14       , Down     , 7.0      , NoData   , 12/06/2018 16:50         
 , 10       , Down     , 9.1      , NoData   , 12/06/2018 16:55         
 , 10       , Down     , 8.1      , NoData   , 12/06/2018 17:00         
 , 9        , Down     , 5.6      , NoData   , 12/06/2018 17:05         
 , 9        , Down     , 7.4      , NoData   , 12/06/2018 17:10         
 , 8        , Down     , 11.6     , NoData   , 12/06/2018 17:15         
 , 7        , Down     , 12.0     , NoData   , 12/06/2018 17:20         
 , 8        , Down     , 13.0     , NoData   , 12/06/2018 17:25         
 , 10       , Down     , 16.1     , NoData   , 12/06/2018 17:30         
 , 10       , Down     , 17.6     , NoData   , 12/06/2018 17:35         
 , 9        , Down     , 20.8     , NoData   , 12/06/2018 17:40         
 , 10       , Down     , 22.5     , NoData   , 12/06/2018 17:45         
 , 9        , Down     , 19.7     , NoData   , 12/06/2018 17:50         
 , 6        , Down     , 21.5     , NoData   , 12/06/2018 17:55         
 , 6        , Down     , 20.2     , NoData   , 12/06/2018 18:00         
 , 6        , Down     , 18.0     , NoData   , 12/06/2018 18:05         
 , 6        , Down     , 18.7     , NoData   , 12/06/2018 18:10         
 , 6        , Down     , 21.0     , NoData   , 12/06/2018 18:15         
 , 6        , Down     , 20.5     , NoData   , 12/06/2018 18:20         
 , 4        , Down     , 16.5     , NoData   , 12/06/2018 18:25         
 , 2        , Down     , 16.1     , NoData   , 12/06/2018 18:30         
 , 2        , Down     , 19.3     , NoData   , 12/06/2018 18:35         
 , 5        , Down     , 23.3     , NoData   , 12/06/2018 18:40         
 , 10       , Down     , 25.3     , NoData   , 12/06/2018 18:45         
 , 11       , Down     , 23.0     , NoData   , 12/06/2018 18:50         
 , 11       , Down     , 23.4     , NoData   , 12/06/2018 18:55         
 , 12       , Down     , 21.3     , NoData   , 12/06/2018 19:00         
 , 12       , Down     , 18.2     , NoData   , 12/06/2018 19:05         
 , 14       , Down     , 16.0     , NoData   , 12/06/2018 19:10         
 , 15       , Down     , 13.4     , NoData   , 12/06/2018 19:15         
 , 16       , Down     , 10.1     , NoData   , 12/06/2018 19:20         
 , 15       , Down     , 5.4      , NoData   , 12/06/2018 19:25         
 , 11       , Down     , 3.9      , NoData   , 12/06/2018 19:30         
 , 8        , Down     , 7.0      , NoData   , 12/06/2018 19:35         
 , 7        , Down     , 10.2     , NoData   , 12/06/2018 19:40         
 , 8        , Down     , 15.0     , NoData   , 12/06/2018 19:45         
 , 8        , Down     , 20.1     , NoData   , 12/06/2018 19:50         
 , 4        , Down     , 22.1     , NoData   , 12/06/2018 19:55         
 , 1        , Down     , 24.8     , NoData   , 12/06/2018 20:00         
 , 1        , Down     , 26.3     , NoData   , 12/06/2018 20:05         
 , 5        , Down     , 25.7     , NoData   , 12/06/2018 20:10         
 , 8        , Down     , 23.1     , NoData   , 12/06/2018 20:15         
 , 9        , Down     , 20.9     , NoData   , 12/06/2018 20:20         
 , 8        , Down     , 17.8     , NoData   , 12/06/2018 20:25         
 , 10       , Down     , 16.8     , NoData   , 12/06/2018 20:30         
 , 10       , Down     , 17.4     , NoData   , 12/06/2018 20:35         
 , 8        , Down     , 15.4     , NoData   , 12/06/2018 20:40         
 , 6        , Down     , 13.6     , NoData   , 12/06/2018 20:45         
 , 5        , Down     , 13.1     , NoData   , 12/06/2018 20:50         
 , 4        , Down     , 10.3     , NoData   , 12/06/2018 20:55         
 , 2        , Down     , 12.3     , NoData   , 12/06/2018 21:00         
 , 1        , Down     , 14.4     , NoData   , 12/06/2018 21:05         
 , 2        , Down     , 14.0     , NoData   , 12/06/2018 21:10         
 , 5        , Down     , 12.6     , NoData   , 12/06/2018 21:15         
 , 6        , Down     , 12.2     , NoData   , 12/06/2018 21:20         
 , 8        , Down     , 9.3      , NoData   , 12/06/2018 21:25         
 , 14       , Down     , 8.9      , NoData   , 12/06/2018 21:30         
 , 14       , Down     , 11.8     , NoData   , 12/06/2018 21:35         
 , 12       , Down     , 14.7     , NoData   , 12/06/2018 21:40         
 , 11       , Down     , 12.1     , NoData   , 12/06/2018 21:45         
 , 10       , Down     , 11.5     , NoData   , 12/06/2018 21:50         
 , 12       , Down     , 14.2     , NoData   , 12/06/2018 21:55         
 , 12       , Down     , 20.2     , NoData   , 12/06/2018 22:00         
 , 10       , Down     , 20.5     , NoData   , 12/06/2018 22:05         
 , 10       , Down     , 20.4     , NoData   , 12/06/2018 22:10         
 , 7        , Down     , 21.1     , NoData   , 12/06/2018 22:15         
 , 5        , Down     , 20.2     , NoData   , 12/06/2018 22:20         
 , 7        , Down     , 18.1     , NoData   , 12/06/2018 22:25         
 , 9        , Down     , 14.5     , NoData   , 12/06/2018 22:30         
 , 8        , Down     , 14.4     , NoData   , 12/06/2018 22:35         
 , 9        , Down     , 15.3     , NoData   , 12/06/2018 22:40         
 , 9        , Down     , 10.6     , NoData   , 12/06/2018 22:45         
 , 9        , Down     , 5.1      , NoData   , 12/06/2018 22:50         
 , 11       , Down     , 4.6      , NoData   , 12/06/2018 22:55         
 , 12       , Down     , 10.2     , NoData   , 12/06/2018 23:00         
 , 13       , Down     , 11.3     , NoData   , 12/06/2018 23:05         
 , 14       , Down     , 11.0     , NoData   , 12/06/2018 23:10         
 , 12       , Down     , 11.7     , NoData   , 12/06/2018 23:15         
 , 8        , Down     , 12.1     , NoData   , 12/06/2018 23:20         
 , 9        , Down     , 14.0     , NoData   , 12/06/2018 23:25         
 , 10       , Down     , 8.7      , NoData   , 12/06/2018 23:30         
 , 11       , Down     , 10.7     , NoData   , 12/06/2018 23:35         
 , 13       , Down     , 16.8     , NoData   , 12/06/2018 23:40         
 , 13       , Down     , 18.8     , NoData   , 12/06/2018 23:45         
 , 15       , Down     , 15.7     , NoData   , 12/06/2018 23:50         
 , 13       , Down     , 13.2     , NoData   , 12/06/2018 23:55         
 , 11       , Down     , 15.0     , NoData   , 12/06/2018 24:00         
 , 10       , Down     , 17.2     , NoData   , 13/06/2018 00:05         
 , 9        , Down     , 15.4     , NoData   , 13/06/2018 00:10         
 , 7        , Down     , 15.3     , NoData   , 13/06/2018 00:15         
 , 5        , Down     , 15.6     , NoData   , 13/06/2018 00:20         
 , 3        , Down     , 14.4     , NoData   , 13/06/2018 00:25         
 , 4        , Down     , 11.0     , NoData   , 13/06/2018 00:30         
 , 6        , Down     , 15.2     , NoData   , 13/06/2018 00:35         
 , 10       , Down     , 24.8     , NoData   , 13/06/2018 00:40         
 , 14       , Down     , 29.8     , NoData   , 13/06/2018 00:45         
 , 19       , Down     , 28.7     , NoData   , 13/06/2018 00:50         
 , 23       , Down     , 28.6     , NoData   , 13/06/2018 00:55         
 , 24       , Down     , 28.9     , NoData   , 13/06/2018 01:00         
 , 24       , Down     , 28.7     , NoData   , 13/06/2018 01:05         
 , 23       , Down     , 30.1     , NoData   , 13/06/2018 01:10         
 , 23       , Down     , 29.6     , NoData   , 13/06/2018 01:15         
 , 20       , Down     , 24.7     , NoData   , 13/06/2018 01:20         
 , 15       , Down     , 23.5     , NoData   , 13/06/2018 01:25         
 , 13       , Down     , 19.9     , NoData   , 13/06/2018 01:30         
 , 12       , Down     , 13.6     , NoData   , 13/06/2018 01:35         
 , 13       , Down     , 11.6     , NoData   , 13/06/2018 01:40         
 , 15       , Down     , 16.1     , NoData   , 13/06/2018 01:45         
 , 14       , Down     , 22.3     , NoData   , 13/06/2018 01:50         
 , 13       , Down     , 22.3     , NoData   , 13/06/2018 01:55         
 , 11       , Down     , 22.2     , NoData   , 13/06/2018 02:00         
 , 8        , Down     , 24.0     , NoData   , 13/06/2018 02:05         
 , 5        , Down     , 24.4     , NoData   , 13/06/2018 02:10         
 , 6        , Down     , 23.1     , NoData   , 13/06/2018 02:15         
 , 5        , Down     , 18.8     , NoData   , 13/06/2018 02:20         
 , 4        , Down     , 18.4     , NoData   , 13/06/2018 02:25         
 , 3        , Down     , 18.8     , NoData   , 13/06/2018 02:30         
 , 1        , Down     , 17.0     , NoData   , 13/06/2018 02:35         
 , 1        , Down     , 16.7     , NoData   , 13/06/2018 02:40         
 , 4        , Down     , 19.3     , NoData   , 13/06/2018 02:45         
 , 6        , Down     , 21.9     , NoData   , 13/06/2018 02:50         
 , 8        , Down     , 18.9     , NoData   , 13/06/2018 02:55         
 , 8        , Down     , 18.8     , NoData   , 13/06/2018 03:00         
 , 7        , Down     , 18.4     , NoData   , 13/06/2018 03:05         
 , 7        , Down     , 16.2     , NoData   , 13/06/2018 03:10         
 , 8        , Down     , 14.9     , NoData   , 13/06/2018 03:15         
 , 8        , Down     , 14.5     , NoData   , 13/06/2018 03:20         
 , 10       , Down     , 14.1     , NoData   , 13/06/2018 03:25         
 , 11       , Down     , 11.5     , NoData   , 13/06/2018 03:30         
 , 11       , Down     , 13.7     , NoData   , 13/06/2018 03:35         
 , 10       , Down     , 17.5     , NoData   , 13/06/2018 03:40         
 , 13       , Down     , 21.6     , NoData   , 13/06/2018 03:45         
 , 14       , Down     , 22.1     , NoData   , 13/06/2018 03:50         
 , 13       , Down     , 19.1     , NoData   , 13/06/2018 03:55         
 , 13       , Down     , 17.9     , NoData   , 13/06/2018 04:00         
 , 15       , Down     , 16.7     , NoData   , 13/06/2018 04:05         
 , 16       , Down     , 15.0     , NoData   , 13/06/2018 04:10         
 , 16       , Down     , 14.3     , NoData   , 13/06/2018 04:15         
 , 17       , Down     , 15.6     , NoData   , 13/06/2018 04:20         
 , 15       , Down     , 17.7     , NoData   , 13/06/2018 04:25         
 , 15       , Down     , 16.2     , NoData   , 13/06/2018 04:30         
 , 16       , Down     , 17.0     , NoData   , 13/06/2018 04:35         
 , 14       , Down     , 18.6     , NoData   , 13/06/2018 04:40         
 , 14       , Down     , 25.3     , NoData   , 13/06/2018 04:45         
 , 16       , Down     , 29.3     , NoData   , 13/06/2018 04:50         
 , 17       , Down     , 31.2     , NoData   , 13/06/2018 04:55         
 , 18       , Down     , 31.7     , NoData   , 13/06/2018 05:00         
 , 20       , Down     , 31.7     , NoData   , 13/06/2018 05:05         
 , 19       , Down     , 32.4     , NoData   , 13/06/2018 05:10         
 , 19       , Down     , 30.1     , NoData   , 13/06/2018 05:15         
 , 21       , Down     , 27.5     , NoData   , 13/06/2018 05:20         
 , 21       , Down     , 26.6     , NoData   , 13/06/2018 05:25         
 , 20       , Down     , 26.7     , NoData   , 13/06/2018 05:30         
 , 19       , Down     , 23.4     , NoData   , 13/06/2018 05:35         
 , 13       , Down     , 19.0     , NoData   , 13/06/2018 05:40         
 , 11       , Down     , 18.6     , NoData   , 13/06/2018 05:45         
 , 13       , Down     , 21.0     , NoData   , 13/06/2018 05:50         
 , 14       , Down     , 23.3     , NoData   , 13/06/2018 05:55         
 , 13       , Down     , 25.0     , NoData   , 13/06/2018 06:00         
 , 11       , Down     , 27.0     , NoData   , 13/06/2018 06:05         
 , 11       , Down     , 26.8     , NoData   , 13/06/2018 06:10         
 , 11       , Down     , 21.3     , NoData   , 13/06/2018 06:15         
 , 10       , Down     , 15.7     , NoData   , 13/06/2018 06:20         
 , 12       , Down     , 13.6     , NoData   , 13/06/2018 06:25         
 , 9        , Down     , 13.5     , NoData   , 13/06/2018 06:30         
 , 5        , Down     , 11.5     , NoData   , 13/06/2018 06:35         
 , 4        , Down     , 10.4     , NoData   , 13/06/2018 06:40         
 , 3        , Down     , 9.3      , NoData   , 13/06/2018 06:45         
 , 7        , Down     , 8.6      , NoData   , 13/06/2018 06:50         
 , 11       , Down     , 10.1     , NoData   , 13/06/2018 06:55         
 , 13       , Down     , 10.3     , NoData   , 13/06/2018 07:00         
 , 10       , Down     , 12.3     , NoData   , 13/06/2018 07:05         
 , 8        , Down     , 12.2     , NoData   , 13/06/2018 07:10         
 , 11       , Down     , 9.3      , NoData   , 13/06/2018 07:15         
 , 12       , Down     , 9.4      , NoData   , 13/06/2018 07:20         
 , 14       , Down     , 12.1     , NoData   , 13/06/2018 07:25         
 , 11       , Down     , 13.7     , NoData   , 13/06/2018 07:30         
 , 8        , Down     , 16.2     , NoData   , 13/06/2018 07:35         
 , 6        , Down     , 19.6     , NoData   , 13/06/2018 07:40         
 , 4        , Down     , 19.4     , NoData   , 13/06/2018 07:45         
 , 4        , Down     , 17.8     , NoData   , 13/06/2018 07:50         
 , 9        , Down     , 21.1     , NoData   , 13/06/2018 07:55         
 , 14       , Down     , 21.9     , NoData   , 13/06/2018 08:00         
 , 17       , Down     , 20.2     , NoData   , 13/06/2018 08:05         
 , 19       , Down     , 17.9     , NoData   , 13/06/2018 08:10         
 , 21       , Down     , 17.4     , NoData   , 13/06/2018 08:15         
 , InVld    , Down     , 17.8     , NoData   , 13/06/2018 08:20         
 , InVld    , Down     , 19.9     , NoData   , 13/06/2018 08:25         
 , InVld    , Down     , 21.9     , NoData   , 13/06/2018 08:30         
 , InVld    , Down     , 23.4     , NoData   , 13/06/2018 08:35         
 , InVld    , Down     , 23.6     , NoData   , 13/06/2018 08:40         
 , InVld    , Down     , 20.4     , NoData   , 13/06/2018 08:45         
 , InVld    , Down     , 15.9     , NoData   , 13/06/2018 08:50         
 , InVld    , Down     , 15.5     , NoData   , 13/06/2018 08:55         
 , InVld    , Down     , 16.2     , NoData   , 13/06/2018 09:00         
 , InVld    , Down     , 13.7     , NoData   , 13/06/2018 09:05         
 , InVld    , Down     , 12.6     , NoData   , 13/06/2018 09:10         
 , InVld    , Down     , 14.2     , NoData   , 13/06/2018 09:15         
 , InVld    , Down     , 15.6     , NoData   , 13/06/2018 09:20         
 , InVld    , Down     , 16.6     , NoData   , 13/06/2018 09:25         
 , 17       , Down     , 21.1     , NoData   , 13/06/2018 09:30         
 , 15       , Down     , 22.9     , NoData   , 13/06/2018 09:35         
 , 16       , Down     , 22.2     , NoData   , 13/06/2018 09:40         
 , 18       , Down     , 22.3     , NoData   , 13/06/2018 09:45         
 , 17       , Down     , 23.9     , NoData   , 13/06/2018 09:50         
 , 15       , Down     , 26.5     , NoData   , 13/06/2018 09:55         
 , 17       , Down     , 27.3     , NoData   , 13/06/2018 10:00         
 , 18       , Down     , 26.4     , NoData   , 13/06/2018 10:05         
 , 16       , Down     , 25.8     , NoData   , 13/06/2018 10:10         
 , 17       , Down     , 25.4     , NoData   , 13/06/2018 10:15         
 , 19       , Down     , 26.2     , NoData   , 13/06/2018 10:20         
 , 21       , Down     , 24.8     , NoData   , 13/06/2018 10:25         
 , 23       , Down     , 24.0     , NoData   , 13/06/2018 10:30         
 , 23       , Down     , 22.7     , NoData   , 13/06/2018 10:35         
 , 23       , Down     , 20.9     , NoData   , 13/06/2018 10:40         
 , 26       , Down     , 20.6     , NoData   , 13/06/2018 10:45         
 , 27       , Down     , 23.8     , NoData   , 13/06/2018 10:50         
 , 24       , Down     , 29.1     , NoData   , 13/06/2018 10:55         
 , 23       , Down     , 32.4     , NoData   , 13/06/2018 11:00         
 , 23       , Down     , 32.9     , NoData   , 13/06/2018 11:05         
 , 22       , Down     , 31.4     , NoData   , 13/06/2018 11:10         
 , 23       , Down     , 32.0     , NoData   , 13/06/2018 11:15         
 , 25       , Down     , 32.2     , NoData   , 13/06/2018 11:20         
 , 23       , Down     , 32.4     , NoData   , 13/06/2018 11:25         
 , 21       , Down     , 28.1     , NoData   , 13/06/2018 11:30         
 , 20       , Down     , 23.3     , NoData   , 13/06/2018 11:35         
 , 20       , Down     , 21.8     , NoData   , 13/06/2018 11:40         
 , 20       , Down     , 23.1     , NoData   , 13/06/2018 11:45         
 , 23       , Down     , 23.6     , NoData   , 13/06/2018 11:50         
 , 21       , Down     , 23.6     , NoData   , 13/06/2018 11:55         
 , 19       , Down     , 26.9     , NoData   , 13/06/2018 12:00         
 , 19       , Down     , 30.1     , NoData   , 13/06/2018 12:05         
 , 19       , Down     , 31.5     , NoData   , 13/06/2018 12:10         
 , 19       , Down     , 32.1     , NoData   , 13/06/2018 12:15         
 , 22       , Down     , 31.7     , NoData   , 13/06/2018 12:20         
 , 21       , Down     , 32.3     , NoData   , 13/06/2018 12:25         
 , 19       , Down     , 31.8     , NoData   , 13/06/2018 12:30         
 , 18       , Down     , 27.5     , NoData   , 13/06/2018 12:35         
 , 16       , Down     , 24.4     , NoData   , 13/06/2018 12:40         
 , 15       , Down     , 24.3     , NoData   , 13/06/2018 12:45         
 , 16       , Down     , 26.4     , NoData   , 13/06/2018 12:50         
 , 16       , Down     , 26.0     , NoData   , 13/06/2018 12:55         
 , 15       , Down     , 26.1     , NoData   , 13/06/2018 13:00         
 , 17       , Down     , 25.8     , NoData   , 13/06/2018 13:05         
 , 18       , Down     , 24.6     , NoData   , 13/06/2018 13:10         
 , 19       , Down     , 23.9     , NoData   , 13/06/2018 13:15         
 , 20       , Down     , 20.6     , NoData   , 13/06/2018 13:20         
 , 21       , Down     , 19.0     , NoData   , 13/06/2018 13:25         
 , 21       , Down     , 20.3     , NoData   , 13/06/2018 13:30         
 , 20       , Down     , 21.1     , NoData   , 13/06/2018 13:35         
 , 19       , Down     , 21.9     , NoData   , 13/06/2018 13:40         
 , 17       , Down     , 22.5     , NoData   , 13/06/2018 13:45         
 , 18       , Down     , 24.9     , NoData   , 13/06/2018 13:50         
 , 17       , Down     , 27.4     , NoData   , 13/06/2018 13:55         
 , 15       , Down     , 31.5     , NoData   , 13/06/2018 14:00         
 , 16       , Down     , 31.7     , NoData   , 13/06/2018 14:05         
 , 15       , Down     , 28.3     , NoData   , 13/06/2018 14:10         
 , 14       , Down     , 26.0     , NoData   , 13/06/2018 14:15         
 , 12       , Down     , 24.0     , NoData   , 13/06/2018 14:20         
 , 11       , Down     , 22.4     , NoData   , 13/06/2018 14:25         
 , 12       , Down     , 20.8     , NoData   , 13/06/2018 14:30         
 , 13       , Down     , 18.3     , NoData   , 13/06/2018 14:35         
 , 14       , Down     , 16.0     , NoData   , 13/06/2018 14:40         
 , 15       , Down     , 17.1     , NoData   , 13/06/2018 14:45         
