time	Area	Orientation	MajorAxisLength	MinorAxisLength	MaxIntensity	MeanIntensity	Ellipticity	xCentroid	yCentroid	xCenter	yCenter	year	month	day	hour	minute	ALT	avgV	avgD	class	clust	event
731930.177083333	109	-88.9248879154575	17.9406444984604	8.31320294543884	144.291341829697	45.8884299042535	0.463372592113524	53.1834862385321	30.8348623853211	252183.486238532	609165.137614679	2003	12	15	4	15	110	22.7142857142857	261.428571428571	20	1	267
731930.180555556	24	0	6.32455532033676	5.15320827791343	19.3086660385555	10.8571083459307	0.814793770772021	23.5	48.5833333333333	222500	591416.666666667	2003	12	15	4	20	110	27.4285714285714	246.428571428571	20	1	267
731930.180555556	10	63.434948822922	4.53137212479105	2.92118697336089	10.3761403582016	8.66635004436954	0.644658371220304	46	34.5	245000	605500	2003	12	15	4	20	0	27.4285714285714	246.428571428571	20	1	267
731930.184027778	6	0	3.46410161513775	2.3094010767585	13.9486389322354	11.7688704119633	0.666666666666667	32	44.5	231000	595500	2003	12	15	4	25	0	27.8571428571429	245.142857142857	20	1	267
731930.184027778	28	-2.51386986295066	11.09501650305	3.36487406963933	13.0822706392422	8.96773924658959	0.303277968871369	47.2142857142857	33.0714285714286	246214.285714286	606928.571428571	2003	12	15	4	25	110	27.8571428571429	245.142857142857	20	1	267
731930.184027778	44	54.8802528979066	10.1315424375641	6.95037917676812	40.9538715411819	14.9884128992354	0.686013923309312	53.5909090909091	14.7045454545455	252590.909090909	625295.454545455	2003	12	15	4	25	15	27.8571428571429	245.142857142857	20	1	267
731930.1875	21	39.6078510662187	5.68767706930555	4.9591975371921	26.6917632747444	13.5344614242815	0.871919674194442	41.8571428571429	32.6666666666667	240857.142857143	607333.333333333	2003	12	15	4	30	110	28.2857142857143	246.428571428571	20	1	267
731930.1875	33	-2.06542811663821	10.6412845456844	4.21691201761853	74.4227048029954	23.6244690779772	0.396278475546331	51.2727272727273	28.5454545454545	250272.727272727	611454.545454545	2003	12	15	4	30	15	28.2857142857143	246.428571428571	20	1	267
731930.190972222	70	22.5763146609911	14.0316628120139	6.78770822499275	28.8759582225372	11.3768036294405	0.483742256062563	46.9	30.0142857142857	245900	609985.714285714	2003	12	15	4	35	15	27.8571428571429	244.285714285714	20	1	267
731930.190972222	18	73.2945974128014	5.96372165316903	4.32500046032304	52.3177948300325	17.7234561528647	0.725218363943059	54.7777777777778	23.9444444444444	253777.777777778	616055.555555556	2003	12	15	4	35	10	27.8571428571429	244.285714285714	20	1	267
731930.194444445	36	35.1788716844045	8.60156565963838	5.73171652960692	13.4325714889969	9.38333606877859	0.66635735358066	51.9166666666667	25.8055555555556	250916.666666667	614194.444444445	2003	12	15	4	40	10	27	253.714285714286	20	1	267
731930.197916667	427	67.3968015337244	46.2857525909019	16.28012156685	95.9170214033064	18.8494056725739	0.351730730420274	11.3067915690867	83.2224824355972	210306.791569087	556777.517564403	2003	12	15	4	45	30	27	250.285714285714	20	1	267
731930.197916667	30	82.0809999993152	6.89464842131159	5.87437380415565	20.9745865860224	10.7882096279994	0.852019340971436	24.3333333333333	59.8333333333333	223333.333333333	580166.666666667	2003	12	15	4	45	35	27	250.285714285714	20	1	267
731930.201388889	332	59.1952613561105	40.7417981414683	13.826696797658	71.6378391729474	21.7840679730391	0.339373749524932	20.1656626506024	70.8222891566265	219165.662650602	569177.710843373	2003	12	15	4	50	35	28.7142857142857	248.571428571429	20	1	267
731930.204861111	204	35.7712161414945	23.3327363848116	11.9636681943555	52.4236383355184	18.5436206242845	0.512741754633768	24.5686274509804	71.9362745098039	223568.62745098	568063.725490196	2003	12	15	4	55	35	28.2857142857143	248.142857142857	20	1	267
731930.204861111	92	54.4873903328412	13.4733230906676	9.05434824321188	216.331664937312	37.1307871049609	0.672020420076131	32.6521739130435	54.5108695652174	231652.173913043	585489.130434783	2003	12	15	4	55	35	28.2857142857143	248.142857142857	20	1	267
731930.208333333	234	-79.5745673452533	19.0512259621715	17.1252369932231	97.5279109285741	23.4486147679451	0.898904722836595	24.9957264957265	91.3504273504274	223995.726495727	548649.572649573	2003	12	15	5	0	35	28.7142857142857	247.285714285714	20	1	267
731930.208333333	242	58.783835361853	38.3237286810497	10.7012195021369	99.4451816996791	16.1462613149918	0.279232211228666	34.6446280991736	60.495867768595	233644.628099174	579504.132231405	2003	12	15	5	0	35	28.7142857142857	247.285714285714	20	1	267
731930.211805556	232	40.8334374525931	18.9712437388303	16.5633207873441	154.500571001649	29.7460348779767	0.873075113859949	32.0689655172414	88.6120689655172	231068.965517241	551387.931034483	2003	12	15	5	5	35	27.4285714285714	247.285714285714	20	1	267
731930.211805556	111	55.783845396644	18.9753172778254	8.8295453595542	24.631072281528	10.878014398219	0.465317403144159	38.7567567567568	61.036036036036	237756.756756757	578963.963963964	2003	12	15	5	5	35	27.4285714285714	247.285714285714	20	1	267
731930.211805556	78	35.0728642960472	13.7414154072071	7.43178035734451	26.5031777300607	12.7945784729701	0.540830775950975	45.3205128205128	44.0512820512821	244320.512820513	595948.717948718	2003	12	15	5	5	35	27.4285714285714	247.285714285714	20	1	267
731930.215277778	76	-33.0244099339061	11.8562997115355	8.49543325227029	31.2430266814058	13.789279616106	0.716533274205671	10.9605263157895	90.4868421052632	209960.526315789	549513.157894737	2003	12	15	5	10	15	24.4285714285714	250.714285714286	20	1	267
731930.215277778	230	-41.1483568719776	19.3470681871817	15.4285217290341	205.740798407437	30.0147218249353	0.797460451359563	40.2521739130435	84.8	239252.173913043	555200	2003	12	15	5	10	35	24.4285714285714	250.714285714286	20	1	267
731930.215277778	148	64.8866882575671	24.6957662965681	9.42905350941896	46.4169744641753	15.4500877266841	0.381808500946549	51.6824324324324	44.3851351351351	250682.432432432	595614.864864865	2003	12	15	5	10	35	24.4285714285714	250.714285714286	20	1	267
731930.21875	69	-7.03917308733306	10.8894403740964	8.48489818953062	22.22504523904	11.225055922948	0.779185880820318	16.304347826087	87.2173913043478	215304.347826087	552782.608695652	2003	12	15	5	15	15	23.5714285714286	250.285714285714	20	1	267
731930.21875	272	-46.6740295220035	22.2616132798708	16.2318397437563	51.8392609287947	20.0971867382593	0.729140316098894	47.4154411764706	79.8713235294118	246415.441176471	560128.676470588	2003	12	15	5	15	35	23.5714285714286	250.285714285714	20	1	267
731930.21875	122	49.9530164726283	18.3515600081837	9.5681714946778	34.6268715613957	15.5257505934573	0.521381914693408	51	47.5819672131148	250000	592418.032786885	2003	12	15	5	15	10	23.5714285714286	250.285714285714	20	1	267
731930.222222222	51	-15.2641460542922	9.19053084144479	7.17144111661342	12.7050488027805	9.25181320652379	0.780307605766768	22.2549019607843	83.0196078431373	221254.901960784	556980.392156863	2003	12	15	5	20	15	23.1428571428571	251.571428571429	20	1	267
731930.236111111	62	75.6127515233878	10.9431775490192	8.18998551296739	26.4776799267788	11.6524833457047	0.748410183082649	15.4516129032258	70.7903225806452	214451.612903226	569209.677419355	2003	12	15	5	40	25	21.4285714285714	246.428571428571	20	1	267
731930.239583333	86	5.54497230176184	15.9295241742763	8.33283420062758	59.0199979177668	15.1966159101737	0.523106284246948	6.48837209302326	89.7209302325581	205488.372093023	550279.069767442	2003	12	15	5	45	60	24	244.285714285714	20	1	267
731930.239583333	43	-54.0431178809593	8.2786151922966	6.9176013951995	21.2923772680519	9.75657090321015	0.835598857359194	18.7441860465116	70.6744186046512	217744.186046512	569325.581395349	2003	12	15	5	45	25	24	244.285714285714	20	1	267
731930.243055556	153	24.3431646711175	20.1041061411379	10.5110424774771	132.671937165183	21.3264958884789	0.522830629906443	9.99346405228758	87.281045751634	208993.464052288	552718.954248366	2003	12	15	5	50	60	20.5714285714286	260.142857142857	20	1	267
731930.246527778	138	56.2739907725731	17.4190863021013	10.3866809359177	74.8747461668213	26.5389815018562	0.596281616370701	16.2101449275362	83.5797101449275	215210.144927536	556420.289855073	2003	12	15	5	55	60	17.1428571428571	276.857142857143	20	1	267
